Account_ID,Customer_Age,Annual_Income_USD,Credit_Score,Offer_Type,Discount_Percent,Credit_Limit_USD,Avg_Monthly_Spend_USD,Campaign_Cost_USD,Profit_Margin_Percent,Campaign_Channel,Region,Customer_Segment,Accepted_Offer,Retained_6_Months,Campaign_Date
ACC1098283,65,90457.63,723,Cashback,9.58,21781.2,1214.11,88.17,27.36,Email,Asia Pacific,HNI,0,1,2026-04-29
ACC1098284,62,70063.46,606,Premium Lifestyle,32.06,10694.94,1198.31,61.75,32.16,Email,Latin America,Mass Market,1,1,2025-02-13
ACC1098285,34,117098.21,650,Cashback,6.37,16700.72,2567.35,93.53,18.22,SMS,Asia Pacific,SME,1,1,2025-09-15
ACC1098286,27,50787.78,633,Cashback,23.76,27826.4,966.08,28.58,14.01,SMS,North America,Student,0,0,2025-05-05
ACC1098287,49,129348.99,662,Balance Transfer,15.84,12912.19,1711.65,88.47,13.17,SMS,Middle East,Student,0,0,2025-05-25
ACC1098288,46,112044.74,664,Balance Transfer,33.19,44596.12,290.73,66.92,35.76,Email,Middle East,HNI,1,1,2024-07-03
ACC1098289,59,89651.65,707,Premium Lifestyle,25.74,16200.79,334.39,19.66,34.4,Email,Asia Pacific,SME,0,1,2025-10-02
ACC1098290,59,58628.68,665,Balance Transfer,18.02,2209.99,3387.94,57.35,38.22,SMS,Latin America,Affluent,1,1,2024-05-19
ACC1098291,53,51497.16,656,Low Interest,15.52,48857.98,2366.72,119.59,24.38,Email,Asia Pacific,Affluent,1,1,2024-12-14
ACC1098292,21,90594.16,804,Balance Transfer,28.73,13485.06,5882.6,23.38,27.99,SMS,Middle East,Affluent,1,1,2024-12-03
ACC1098293,46,49453.75,614,Balance Transfer,19.73,49725.57,2464.83,130.62,7.77,Email,Middle East,Mass Market,1,0,2025-04-10
ACC1098294,42,114103.88,689,Dining Rewards,12.18,19401.4,3265.88,47.17,15.25,Phone Call,North America,SME,1,0,2025-02-25
ACC1098295,25,90108.36,694,Premium Lifestyle,10.84,14267.76,2130.34,28.37,11.89,Phone Call,Latin America,Student,0,0,2025-05-11
ACC1098296,36,147831.5,644,Balance Transfer,21.63,34984.22,487.06,106.55,8.88,Social Media,Latin America,HNI,1,0,2025-11-07
ACC1098297,39,62046.68,636,Travel Rewards,25.44,19385.99,5357.72,103.22,18.32,SMS,Europe,SME,1,1,2026-03-13
ACC1098298,69,81284.51,639,Dining Rewards,17.28,44069.48,5107.62,21.88,8.62,Social Media,Europe,SME,1,0,2026-02-19
ACC1098299,30,84847.15,600,Cashback,30.6,46395.25,2380.71,95.22,34.87,Social Media,North America,Student,0,1,2025-01-08
ACC1098300,33,127832.86,719,Dining Rewards,6.6,7526.78,6856.62,41.11,38.04,Email,Asia Pacific,HNI,1,1,2024-12-04
ACC1098301,63,76490.29,730,Low Interest,11.14,24171.64,3020.94,49.34,39.89,Phone Call,Middle East,Affluent,0,0,2025-01-12
ACC1098302,28,102474.4,734,Travel Rewards,19.72,31374.2,6912.74,142.61,10.8,Phone Call,Latin America,Student,1,0,2026-02-03
ACC1098303,35,55323.86,680,Low Interest,14.68,32481.72,3753.83,126.84,30.12,Social Media,Latin America,Affluent,1,1,2026-03-18
ACC1098304,52,37431.47,814,Premium Lifestyle,27.8,5276.99,2464.65,64.43,11.57,Email,North America,Mass Market,1,1,2025-07-21
ACC1098305,49,87430.53,678,Dining Rewards,23.18,44193.81,2222.53,135.91,35.01,Social Media,Latin America,Mass Market,0,0,2024-11-01
ACC1098306,43,79268.75,783,Low Interest,8.45,25363.42,1966.79,97.59,16.8,Social Media,Asia Pacific,SME,1,1,2025-01-16
ACC1098307,68,99744.07,626,Balance Transfer,27.14,22928.76,649.93,55.75,34.83,Email,Latin America,HNI,0,1,2024-05-15
ACC1098308,50,112143.55,654,Dining Rewards,16.86,1195.42,5403.71,143.12,10.22,Branch,North America,HNI,1,1,2025-11-15
ACC1098309,55,67062.08,622,Travel Rewards,11.94,24988.5,2507.35,105.31,26.11,Social Media,North America,Affluent,1,1,2025-07-29
ACC1098310,41,78147.45,650,Low Interest,24.93,33595.69,2164.47,143.85,9.44,SMS,Asia Pacific,Student,1,1,2025-04-14
ACC1098311,55,90515.93,619,Balance Transfer,7.71,14306.44,6889.47,90.62,26.48,Email,Asia Pacific,Affluent,1,1,2024-08-04
ACC1098312,32,66020.73,794,Premium Lifestyle,14.2,40264.43,5387.67,14.64,14.65,Branch,Middle East,Affluent,1,1,2026-04-12
ACC1098313,69,84905.79,812,Dining Rewards,24.31,48016.73,5295.36,38.25,28.24,Email,Latin America,Student,1,1,2026-04-09
ACC1098314,60,15000.0,663,Cashback,10.85,49810.83,2391.11,52.92,31.84,SMS,North America,Student,0,0,2025-11-05
ACC1098315,54,120121.57,672,Balance Transfer,8.6,3906.1,1879.53,28.75,29.9,Phone Call,Latin America,Mass Market,1,1,2026-01-25
ACC1098316,21,89705.06,711,Cashback,31.17,35514.78,1335.65,146.48,37.7,Branch,Europe,Student,0,0,2025-10-16
ACC1098317,29,77061.16,716,Balance Transfer,28.83,19707.42,4783.68,91.91,26.62,Branch,Asia Pacific,HNI,1,1,2026-02-24
ACC1098318,51,96247.92,682,Cashback,33.69,38078.3,3561.32,58.36,14.95,Email,North America,Mass Market,1,1,2025-06-06
ACC1098319,27,69079.6,643,Cashback,13.7,10107.73,1498.15,27.77,12.19,SMS,Latin America,SME,1,1,2025-04-29
ACC1098320,24,45415.48,667,Premium Lifestyle,12.97,41279.38,6852.08,133.17,36.95,Social Media,Asia Pacific,HNI,1,1,2025-10-21
ACC1098321,34,108051.61,670,Dining Rewards,31.0,21007.41,2021.53,144.45,23.62,Branch,Middle East,SME,0,1,2025-08-30
ACC1098322,21,110528.49,697,Low Interest,19.73,24627.55,6707.08,60.61,31.96,Email,North America,Affluent,1,1,2026-01-10
ACC1098323,61,98932.66,695,Balance Transfer,32.89,31418.52,1555.58,96.13,33.36,Social Media,Europe,Affluent,1,1,2025-12-21
ACC1098324,65,50551.88,633,Travel Rewards,8.66,5315.43,4678.31,62.6,13.96,SMS,Asia Pacific,SME,0,1,2024-09-20
ACC1098325,31,111248.1,640,Balance Transfer,11.95,33735.47,4296.53,66.78,5.09,Email,Asia Pacific,Mass Market,0,0,2024-11-17
ACC1098326,28,92148.29,607,Balance Transfer,24.79,22193.17,5011.69,123.29,16.44,Social Media,Asia Pacific,Mass Market,1,1,2025-06-07
ACC1098327,61,135064.0,754,Premium Lifestyle,29.19,7216.52,5767.81,84.73,8.97,SMS,Middle East,Mass Market,1,1,2025-08-30
ACC1098328,24,72482.71,566,Dining Rewards,6.84,21509.24,5791.61,108.52,32.16,SMS,Latin America,Student,0,1,2024-07-02
ACC1098329,43,81652.42,605,Cashback,18.06,30905.95,1068.58,107.15,10.24,SMS,Middle East,SME,1,1,2025-03-20
ACC1098330,33,64291.77,686,Dining Rewards,6.31,35090.22,2238.74,147.75,5.6,Social Media,Europe,HNI,1,1,2026-02-09
ACC1098331,40,46173.55,623,Dining Rewards,27.39,14902.13,5717.89,83.24,5.59,SMS,Asia Pacific,Mass Market,1,1,2026-04-15
ACC1098332,64,37167.77,648,Dining Rewards,23.59,48161.09,5840.03,68.8,21.2,Email,Europe,Mass Market,1,1,2025-06-23
ACC1098333,63,91076.9,707,Balance Transfer,16.87,14357.46,4785.83,129.45,12.81,Phone Call,Europe,Student,1,1,2025-01-15
ACC1098334,69,91563.99,665,Premium Lifestyle,23.06,32436.01,4181.23,104.87,32.19,Phone Call,Middle East,HNI,1,1,2024-05-29
ACC1098335,53,73931.11,655,Low Interest,32.49,38784.35,1213.82,70.49,16.74,Branch,Latin America,Student,1,1,2025-01-30
ACC1098336,60,94507.3,780,Dining Rewards,32.81,19674.7,760.95,18.88,28.76,Social Media,Europe,HNI,1,1,2025-03-29
ACC1098337,56,59536.96,723,Balance Transfer,28.36,3264.13,388.65,121.51,26.3,Email,Latin America,HNI,1,1,2024-08-12
ACC1098338,44,37189.04,721,Cashback,10.5,4382.03,1543.76,131.61,27.23,Email,North America,Student,1,1,2026-04-19
ACC1098339,21,56616.24,747,Cashback,18.22,43189.05,1049.85,106.43,28.4,Email,Latin America,Affluent,0,1,2026-04-21
ACC1098340,50,26517.36,658,Balance Transfer,21.79,33325.61,2254.96,17.31,12.38,Branch,Middle East,HNI,0,1,2025-11-01
ACC1098341,65,71288.11,614,Balance Transfer,11.51,30370.93,2460.94,51.7,38.89,Phone Call,Asia Pacific,Mass Market,0,0,2025-05-23
ACC1098342,38,45964.61,776,Low Interest,18.99,10845.08,1888.65,65.33,27.48,Phone Call,Asia Pacific,Affluent,1,1,2026-04-01
ACC1098343,57,87691.04,664,Cashback,14.78,41500.51,161.39,14.8,13.4,Email,Middle East,HNI,0,0,2025-03-31
ACC1098344,51,52907.18,653,Balance Transfer,25.42,18549.55,682.7,116.37,28.73,Phone Call,Asia Pacific,SME,0,1,2025-07-04
ACC1098345,23,55661.93,787,Low Interest,14.55,40219.71,124.51,35.46,31.74,Phone Call,Asia Pacific,Student,1,0,2026-03-28
ACC1098346,39,107546.53,667,Cashback,20.5,5452.3,6388.69,40.55,22.46,Branch,Europe,HNI,1,1,2026-04-18
ACC1098347,65,91753.32,717,Balance Transfer,19.15,4221.76,1382.51,113.77,18.86,Phone Call,Latin America,HNI,1,1,2024-12-28
ACC1098348,36,90316.31,619,Premium Lifestyle,21.81,29222.12,2337.58,16.48,28.37,Email,Europe,Mass Market,1,1,2026-02-15
ACC1098349,37,107162.97,745,Premium Lifestyle,29.44,1737.91,1344.94,140.95,26.42,Branch,Europe,HNI,1,1,2025-02-03
ACC1098350,40,121336.52,730,Travel Rewards,19.58,1624.76,3834.17,86.98,27.61,SMS,Asia Pacific,Mass Market,1,1,2025-09-11
ACC1098351,46,48104.2,703,Dining Rewards,7.03,2919.95,481.91,45.11,15.27,Social Media,Latin America,Mass Market,0,1,2024-10-14
ACC1098352,63,125095.75,672,Cashback,28.97,36015.3,2593.56,104.07,18.95,Social Media,Asia Pacific,Mass Market,1,1,2025-07-24
ACC1098353,47,105445.93,611,Balance Transfer,12.27,36110.5,4271.51,111.98,24.77,SMS,Asia Pacific,Affluent,1,0,2025-08-04
ACC1098354,39,99255.73,739,Premium Lifestyle,27.95,27965.26,1413.68,131.0,33.29,Branch,Europe,HNI,1,1,2026-04-12
ACC1098355,45,60008.77,701,Premium Lifestyle,6.7,24523.44,224.04,46.48,23.21,SMS,Middle East,HNI,0,1,2025-05-26
ACC1098356,24,105516.82,689,Cashback,31.17,4947.52,2026.52,39.05,15.62,Social Media,Middle East,Mass Market,1,1,2025-02-10
ACC1098357,48,71172.63,850,Dining Rewards,13.83,46347.77,2904.64,13.26,12.01,Social Media,Middle East,HNI,1,1,2025-04-12
ACC1098358,69,37904.66,682,Travel Rewards,15.42,2357.85,222.11,14.43,14.29,Email,North America,Student,0,0,2024-08-24
ACC1098359,37,77961.42,792,Travel Rewards,28.88,10631.58,5654.66,102.24,19.91,Email,Middle East,Student,1,1,2024-10-21
ACC1098360,54,113010.63,760,Cashback,21.03,11093.15,963.94,52.98,30.57,Social Media,Europe,Affluent,1,1,2025-11-12
ACC1098361,40,72344.4,648,Cashback,34.42,32047.63,4222.63,123.56,9.35,Phone Call,Europe,SME,1,1,2026-05-02
ACC1098362,47,79404.49,629,Balance Transfer,15.23,10245.73,2164.43,56.61,21.94,Social Media,Asia Pacific,Student,0,1,2024-05-28
ACC1098363,28,15000.0,785,Premium Lifestyle,29.88,14747.81,4315.98,97.17,16.53,Phone Call,Latin America,SME,1,1,2024-06-24
ACC1098364,62,88853.3,574,Cashback,33.66,1344.58,3456.34,27.5,7.67,SMS,North America,HNI,0,1,2024-09-19
ACC1098365,26,55949.37,681,Balance Transfer,20.78,8340.68,3576.05,70.63,26.08,Email,Latin America,HNI,1,1,2025-04-14
ACC1098366,32,58518.98,622,Cashback,28.87,48985.26,2754.55,149.13,19.02,Social Media,North America,HNI,1,1,2024-06-24
ACC1098367,30,32255.97,704,Low Interest,17.37,3063.13,6329.12,90.06,8.04,SMS,North America,SME,1,1,2025-10-15
ACC1098368,67,94645.5,718,Premium Lifestyle,13.24,24117.44,6017.17,142.04,34.47,SMS,Asia Pacific,Affluent,1,1,2024-11-15
ACC1098369,56,47983.12,679,Travel Rewards,33.86,18211.01,2044.36,121.3,20.4,Email,Latin America,SME,1,1,2025-10-06
ACC1098370,30,15000.0,705,Travel Rewards,18.14,39229.64,6701.29,25.63,19.6,Phone Call,Latin America,Affluent,1,1,2024-09-12
ACC1098371,42,86410.32,725,Premium Lifestyle,25.42,11393.11,5753.68,125.22,7.73,Email,Asia Pacific,Affluent,1,1,2024-05-30
ACC1098372,49,37859.74,725,Dining Rewards,23.61,5065.71,4892.33,103.35,15.95,Social Media,Latin America,SME,1,1,2024-06-04
ACC1098373,39,82941.17,796,Premium Lifestyle,29.09,21057.93,4141.5,22.2,36.44,Social Media,Europe,Student,1,1,2025-12-29
ACC1098374,47,111090.69,641,Travel Rewards,30.66,42247.78,5807.0,129.29,25.28,Social Media,Middle East,Student,1,1,2025-09-03
ACC1098375,64,117406.87,666,Dining Rewards,22.38,20241.47,5872.78,144.37,23.01,Email,Asia Pacific,Mass Market,1,1,2026-05-09
ACC1098376,24,44908.66,711,Low Interest,9.5,18733.55,6235.7,61.6,30.4,Phone Call,Asia Pacific,Mass Market,1,1,2026-01-20
ACC1098377,39,117351.02,696,Balance Transfer,27.03,18518.92,3128.59,12.35,28.99,Social Media,Asia Pacific,HNI,1,1,2026-04-17
ACC1098378,59,47080.2,726,Balance Transfer,26.75,11052.95,5141.22,80.1,39.17,Social Media,Europe,HNI,1,1,2025-11-25
ACC1098379,69,44301.45,608,Balance Transfer,12.08,24075.91,4358.07,53.82,18.3,Social Media,Latin America,Student,0,1,2025-06-28
ACC1098380,62,85249.55,743,Low Interest,19.7,20237.76,4992.44,124.7,37.16,SMS,Latin America,SME,1,1,2025-08-08
ACC1098381,52,89724.46,704,Travel Rewards,9.17,11246.83,5410.44,66.02,7.58,Phone Call,Asia Pacific,HNI,0,0,2024-12-09
ACC1098382,25,53618.7,702,Balance Transfer,30.42,23964.5,2830.9,70.27,10.48,Phone Call,Middle East,Mass Market,1,1,2025-10-11
ACC1098383,46,87903.6,645,Dining Rewards,23.64,14208.63,5287.51,68.31,6.42,Phone Call,Middle East,Mass Market,1,1,2026-01-27
ACC1098384,37,101983.89,741,Premium Lifestyle,11.92,8492.54,5759.59,136.25,33.23,Phone Call,Latin America,SME,1,1,2025-05-28
ACC1098385,56,81711.51,744,Travel Rewards,5.25,5559.27,1222.93,120.43,9.89,Email,Middle East,Affluent,0,0,2025-05-23
ACC1098386,24,49401.12,663,Low Interest,21.36,9518.24,6559.64,64.95,6.62,Social Media,North America,SME,1,1,2024-07-18
ACC1098387,43,84284.52,603,Balance Transfer,6.21,5961.83,5807.01,71.66,17.98,SMS,Middle East,HNI,1,0,2025-03-27
ACC1098388,66,81522.31,663,Cashback,20.05,44995.57,6525.42,108.09,20.88,Email,Europe,Student,1,1,2025-06-30
ACC1098389,64,108808.31,743,Travel Rewards,24.92,21212.9,3980.61,13.08,27.23,Social Media,Asia Pacific,Affluent,1,1,2025-12-17
ACC1098390,45,119109.69,808,Dining Rewards,10.27,48432.69,4214.61,62.43,7.81,Social Media,Middle East,HNI,1,1,2024-07-08
ACC1098391,51,68599.28,747,Travel Rewards,34.37,23432.23,377.61,69.41,9.6,SMS,Asia Pacific,Student,1,1,2024-11-18
ACC1098392,61,133625.19,715,Travel Rewards,18.11,12012.41,6088.54,142.25,22.5,Email,Middle East,Mass Market,1,1,2026-01-01
ACC1098393,37,81622.34,535,Low Interest,7.34,16477.75,6294.95,33.3,36.89,Social Media,Middle East,Student,1,1,2025-08-16
ACC1098394,43,60094.87,708,Travel Rewards,22.27,31731.36,4960.02,55.39,25.37,Phone Call,Europe,Affluent,1,1,2025-01-26
ACC1098395,50,106097.24,727,Premium Lifestyle,6.58,18262.71,1284.67,108.61,39.61,Branch,Europe,SME,1,1,2024-06-11
ACC1098396,44,130245.33,598,Balance Transfer,15.61,15799.5,3372.98,42.36,19.01,SMS,Asia Pacific,SME,0,1,2024-10-08
ACC1098397,23,75879.5,649,Dining Rewards,9.32,22949.29,2402.87,134.11,34.54,Branch,Europe,SME,0,0,2025-03-02
ACC1098398,62,45711.98,712,Cashback,16.75,44066.02,5664.2,143.28,12.71,SMS,Middle East,Student,1,1,2026-03-25
ACC1098399,57,96301.22,709,Dining Rewards,13.34,11354.26,2233.71,111.79,13.75,Email,North America,Mass Market,0,0,2025-06-19
ACC1098400,27,42922.16,688,Premium Lifestyle,34.06,14696.92,3130.81,77.93,38.19,Branch,Asia Pacific,Mass Market,1,1,2025-10-22
ACC1098401,22,65036.0,672,Low Interest,28.26,39432.66,5636.8,103.95,36.22,Email,Latin America,Mass Market,1,1,2024-08-22
ACC1098402,57,55988.57,810,Low Interest,34.05,35186.75,643.15,54.59,20.39,Social Media,Middle East,Mass Market,1,1,2024-08-07
ACC1098403,65,33087.22,743,Low Interest,27.61,43016.86,3874.2,145.27,30.07,Phone Call,Latin America,Mass Market,1,1,2024-12-23
ACC1098404,39,107211.12,635,Travel Rewards,13.74,8881.56,5718.89,59.88,28.66,Email,Asia Pacific,HNI,1,1,2025-06-24
ACC1098405,48,66080.95,625,Dining Rewards,17.3,20618.52,5479.43,55.14,10.73,Email,Europe,SME,1,0,2025-03-17
ACC1098406,48,88844.69,702,Low Interest,12.24,4601.38,6076.91,66.08,23.88,Email,Europe,HNI,1,1,2024-06-22
ACC1098407,49,82971.49,819,Travel Rewards,30.78,45671.45,4210.7,133.36,11.95,Branch,Middle East,Student,1,1,2025-05-27
ACC1098408,46,35956.98,694,Premium Lifestyle,34.83,19403.75,1357.5,36.84,14.07,Social Media,Asia Pacific,HNI,1,1,2025-08-12
ACC1098409,35,54401.18,770,Cashback,30.7,48402.32,5268.54,74.97,30.44,Phone Call,Asia Pacific,SME,1,0,2025-06-18
ACC1098410,41,99438.14,655,Dining Rewards,27.16,29079.26,2333.58,120.03,23.77,Email,Middle East,HNI,1,0,2026-04-25
ACC1098411,45,88229.4,682,Dining Rewards,24.38,15343.15,676.71,144.08,9.45,Email,Latin America,SME,0,1,2025-02-10
ACC1098412,59,34373.86,750,Dining Rewards,11.44,21820.53,4553.96,143.12,31.48,SMS,Europe,Mass Market,1,1,2025-04-23
ACC1098413,26,35108.34,655,Balance Transfer,12.83,33306.7,1718.4,119.24,12.64,SMS,Middle East,Mass Market,0,1,2024-08-16
ACC1098414,38,87340.67,627,Dining Rewards,12.04,47706.39,1238.16,24.79,38.82,Phone Call,Latin America,Student,1,1,2025-02-13
ACC1098415,69,121473.29,745,Low Interest,28.84,47010.76,1071.66,36.09,25.51,Phone Call,Middle East,Student,1,1,2025-07-30
ACC1098416,69,69573.32,790,Low Interest,33.05,5278.74,2882.11,149.7,14.65,Email,Middle East,HNI,1,1,2024-09-19
ACC1098417,61,89088.27,648,Cashback,5.1,28611.56,5918.74,66.13,34.77,Branch,Middle East,Mass Market,0,1,2024-09-06
ACC1098418,52,67991.71,711,Premium Lifestyle,12.18,34380.42,5976.26,75.56,31.31,Branch,Latin America,HNI,1,1,2024-06-20
ACC1098419,31,39209.17,665,Cashback,26.54,23416.6,3851.33,100.71,13.28,Social Media,North America,Mass Market,1,1,2025-07-05
ACC1098420,25,115988.99,644,Travel Rewards,10.33,49685.25,1322.74,15.89,28.26,Branch,Asia Pacific,Mass Market,0,1,2026-03-24
ACC1098421,55,97139.51,771,Low Interest,34.13,21558.7,4648.7,123.76,9.25,Email,Middle East,Mass Market,1,1,2025-03-16
ACC1098422,39,155380.34,747,Balance Transfer,30.51,17335.19,4144.47,95.21,17.69,Branch,Middle East,Affluent,1,1,2024-09-18
ACC1098423,42,103035.05,744,Low Interest,19.98,11616.28,5516.72,83.73,31.09,Social Media,Latin America,SME,1,1,2026-02-25
ACC1098424,53,102868.72,825,Low Interest,23.54,19537.21,4017.8,24.24,35.24,SMS,Europe,Affluent,1,1,2025-12-09
ACC1098425,22,78927.21,613,Dining Rewards,7.28,15930.0,1355.19,53.05,24.83,Email,Latin America,Student,1,1,2025-10-20
ACC1098426,69,52978.54,745,Balance Transfer,8.35,9384.72,3421.79,28.89,31.33,Email,Latin America,Mass Market,0,0,2025-02-01
ACC1098427,55,63883.94,771,Cashback,24.08,32561.89,5024.55,125.28,38.36,SMS,Middle East,Affluent,1,1,2024-09-17
ACC1098428,39,66627.15,617,Travel Rewards,23.62,23092.0,3745.74,41.69,27.18,Social Media,Europe,HNI,0,1,2024-12-06
ACC1098429,30,71962.55,690,Dining Rewards,15.08,38092.75,6027.45,58.59,5.56,Phone Call,Middle East,Student,1,1,2026-04-21
ACC1098430,66,31430.28,673,Travel Rewards,11.93,46698.42,6550.1,40.34,7.34,Phone Call,Europe,Affluent,1,1,2024-11-27
ACC1098431,57,33708.53,757,Low Interest,29.74,18852.04,2213.58,148.64,15.12,Social Media,Asia Pacific,SME,1,1,2024-09-13
ACC1098432,68,69274.6,754,Cashback,16.01,25961.77,5207.8,23.72,35.91,Email,Asia Pacific,Affluent,1,1,2024-11-30
ACC1098433,65,99680.39,720,Balance Transfer,33.57,38303.47,370.81,21.23,37.18,Branch,Latin America,SME,1,1,2025-08-20
ACC1098434,48,106358.17,736,Dining Rewards,34.83,46136.45,360.57,101.89,21.61,SMS,Middle East,HNI,1,1,2025-04-16
ACC1098435,66,70311.32,660,Balance Transfer,12.81,23537.89,4063.01,14.99,22.14,Branch,Latin America,Mass Market,0,1,2024-11-24
ACC1098436,24,91720.74,712,Travel Rewards,28.52,13875.05,113.31,17.45,21.13,Email,Europe,Affluent,1,1,2026-01-28
ACC1098437,40,112684.8,686,Dining Rewards,26.82,4506.21,3203.69,141.39,33.33,Email,Europe,Student,1,1,2025-03-20
ACC1098438,50,87519.55,623,Balance Transfer,18.57,33389.41,4112.9,21.99,27.5,Email,North America,SME,1,1,2025-09-30
ACC1098439,55,30356.98,726,Balance Transfer,22.96,41164.61,1863.19,84.22,34.46,Social Media,Asia Pacific,Affluent,0,1,2024-09-04
ACC1098440,34,52284.96,684,Low Interest,6.72,2229.87,873.54,24.89,29.1,Social Media,North America,SME,1,1,2025-04-18
ACC1098441,47,23875.41,740,Travel Rewards,10.75,29683.64,6334.14,83.47,10.29,Email,Asia Pacific,Mass Market,1,1,2024-08-18
ACC1098442,58,49744.46,655,Dining Rewards,8.12,10449.0,3274.24,124.18,19.16,Branch,North America,Mass Market,1,1,2025-07-01
ACC1098443,67,80903.28,779,Balance Transfer,29.78,43431.27,1648.62,17.74,31.73,SMS,North America,HNI,1,1,2026-01-18
ACC1098444,64,81983.92,655,Cashback,23.05,30517.96,6966.24,53.08,21.22,Social Media,Middle East,SME,1,1,2025-08-17
ACC1098445,55,82406.5,698,Low Interest,22.13,31089.55,4611.69,140.61,36.57,Email,Middle East,Student,1,1,2025-06-29
ACC1098446,65,97149.1,653,Premium Lifestyle,14.97,26966.33,617.44,122.15,9.33,SMS,Middle East,Affluent,0,0,2026-04-13
ACC1098447,26,55870.2,690,Travel Rewards,13.29,7757.79,3519.51,22.92,34.06,Phone Call,Latin America,HNI,1,1,2026-02-15
ACC1098448,65,64741.17,662,Travel Rewards,19.58,29387.84,6225.73,55.22,9.35,Branch,Asia Pacific,Affluent,1,0,2025-08-04
ACC1098449,33,68221.95,676,Premium Lifestyle,26.78,18361.59,5139.5,120.48,31.78,Branch,Asia Pacific,Student,1,1,2025-09-28
ACC1098450,57,103545.1,669,Travel Rewards,12.64,21313.31,3557.47,93.53,23.2,Branch,Middle East,Affluent,1,1,2025-04-05
ACC1098451,46,70705.11,663,Dining Rewards,11.0,22511.82,5775.57,85.45,12.18,Branch,Asia Pacific,Student,1,0,2024-08-19
ACC1098452,57,105688.94,742,Dining Rewards,8.27,13298.76,3905.86,89.29,13.36,SMS,North America,Student,1,1,2025-01-10
ACC1098453,26,74747.83,694,Travel Rewards,14.67,36852.68,4835.68,117.58,34.18,Social Media,Middle East,SME,1,1,2025-12-28
ACC1098454,57,94479.59,767,Balance Transfer,32.17,49820.63,3770.21,48.9,10.7,Social Media,Latin America,Affluent,1,1,2025-10-15
ACC1098455,54,47848.94,640,Travel Rewards,17.99,24592.86,4947.74,31.74,25.49,Branch,Asia Pacific,Affluent,1,1,2025-09-12
ACC1098456,52,41656.09,772,Dining Rewards,18.83,4116.04,5334.29,84.63,30.7,Branch,Asia Pacific,HNI,1,1,2025-01-08
ACC1098457,26,91854.61,783,Dining Rewards,33.64,10812.18,4330.41,91.32,21.96,Phone Call,Middle East,SME,1,1,2024-08-01
ACC1098458,45,33687.55,777,Travel Rewards,32.15,38132.47,4517.11,61.49,5.86,Phone Call,Middle East,Mass Market,1,1,2025-12-23
ACC1098459,64,90269.96,822,Travel Rewards,15.75,21515.38,3651.43,17.41,33.65,Social Media,Middle East,Mass Market,1,1,2025-06-21
ACC1098460,27,60969.65,660,Balance Transfer,12.22,41367.61,1790.93,53.73,16.09,Social Media,Middle East,Affluent,1,0,2025-07-22
ACC1098461,69,92055.56,563,Low Interest,22.67,12491.85,1412.71,129.94,33.52,Phone Call,North America,Student,1,1,2025-12-29
ACC1098462,50,38106.45,704,Premium Lifestyle,32.99,15750.2,484.38,81.25,22.86,Phone Call,Latin America,HNI,0,0,2025-12-05
ACC1098463,29,63875.26,624,Balance Transfer,15.21,12079.58,2374.03,135.79,8.88,Phone Call,Latin America,HNI,0,0,2025-10-10
ACC1098464,24,78296.14,727,Premium Lifestyle,13.59,42283.75,6380.94,103.09,34.41,Branch,Asia Pacific,SME,1,1,2025-06-23
ACC1098465,32,115589.91,695,Balance Transfer,18.44,9454.45,2558.27,84.47,14.3,Social Media,North America,SME,0,1,2025-10-04
ACC1098466,42,68472.94,604,Dining Rewards,25.25,7262.91,2550.55,123.82,9.56,Email,Latin America,Mass Market,1,1,2025-10-15
ACC1098467,41,75992.82,763,Premium Lifestyle,31.39,24309.58,3228.23,74.15,17.15,Email,Latin America,Mass Market,1,0,2025-05-06
ACC1098468,56,68751.69,589,Dining Rewards,26.5,39423.06,1643.37,13.74,5.37,SMS,Latin America,SME,0,0,2024-06-26
ACC1098469,37,43795.43,636,Balance Transfer,16.91,44292.78,628.01,136.32,28.55,Social Media,Latin America,Mass Market,0,0,2024-06-24
ACC1098470,35,105817.26,720,Dining Rewards,20.84,35047.25,3508.89,141.8,18.75,Email,Europe,Affluent,1,1,2025-07-29
ACC1098471,49,68188.71,664,Balance Transfer,28.29,34733.89,6677.57,130.85,12.33,Social Media,Latin America,Mass Market,1,0,2025-03-22
ACC1098472,25,36779.9,755,Travel Rewards,5.48,37733.15,4385.19,61.39,36.51,Phone Call,Europe,HNI,1,1,2024-11-01
ACC1098473,50,64502.23,687,Premium Lifestyle,10.6,2224.92,3270.72,98.03,6.22,Phone Call,Asia Pacific,SME,1,1,2024-07-09
ACC1098474,51,65627.76,608,Dining Rewards,24.92,3442.21,6133.47,137.45,35.86,Phone Call,North America,SME,0,0,2025-11-14
ACC1098475,58,81128.89,760,Low Interest,31.47,7906.57,1249.02,54.96,16.69,Branch,Europe,HNI,1,1,2026-02-21
ACC1098476,27,92086.24,737,Balance Transfer,22.9,35050.96,4696.63,24.55,10.64,SMS,Middle East,HNI,1,1,2025-01-10
ACC1098477,32,94960.78,745,Cashback,28.46,35489.43,4622.99,74.48,27.34,Phone Call,Latin America,SME,1,1,2024-08-17
ACC1098478,38,53033.34,808,Dining Rewards,12.79,33820.94,6682.28,82.31,13.28,Email,North America,Mass Market,1,1,2024-06-24
